id;scientific_name;rank;genus;family;year;author;bibliography;common_name;family_common_name;image_url;flower_color;flower_conspicuous;foliage_color;foliage_texture;fruit_color;fruit_conspicuous;fruit_months;bloom_months;ground_humidity;growth_form;growth_habit;growth_months;growth_rate;edible_part;vegetable;edible;light;soil_nutriments;soil_salinity;anaerobic_tolerance;atmospheric_humidity;average_height_cm;maximum_height_cm;minimum_root_depth_cm;ph_maximum;ph_minimum;planting_days_to_harvest;planting_description;planting_sowing_description;planting_row_spacing_cm;planting_spread_cm;synonyms;distributions;common_names;url_usda;url_tropicos;url_tela_botanica;url_powo;url_plantnet;url_gbif;url_openfarm;url_catminat;url_wikipedia_en
101212;Abronia umbellata;species;Abronia;Nyctaginaceae;1793;Lam.;Tabl. Encycl. 1: 469 (1793);Pink sand verbena;Four o'clock family;https://bs.floristic.org/image/o/06e3439929db0bdd1c93f09c827d3d51c86d7212;;;;;;;;;;;Vine, Forb/herb;;;;false;false;;;;;;;;;;;;;;;;Abronia californica,Abronia rosea,Abronia glauca,Abronia rotundifolia,Tricratus admirabilis;California,Mexico Northwest,Uzbekistan;Sand-verbena,Wild verbena,Pink sand verbena,Purple sand verbena,Pink sand-verbena,Beach sand-verbena;https://plants.usda.gov/core/profile?symbol=ABUM;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326894-2;https://identify.plantnet.org/species/the-plant-list/Abronia umbellata Lam.;https://www.gbif.org/species/5384870;;;https://en.wikipedia.org/wiki/Abronia umbellata
101225;Abronia villosa;species;Abronia;Nyctaginaceae;1873;S.Watson;Amer. Naturalist 7: 302 (1873);Desert sand verbena;Four o'clock family;;;;;;;;;;;;Forb/herb;;;;false;false;;;;;;;;;;;;;;;;Abronia villosa f. rubescens;Arizona,California,Mexico Northwest,Nevada,Utah;;https://plants.usda.gov/core/profile?symbol=ABVI;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:122-2;;https://www.gbif.org/species/5384880;;;https://en.wikipedia.org/wiki/Abronia villosa
101228;Abronia villosa var. villosa;var;Abronia;Nyctaginaceae;1873;S.Watson;Amer. Naturalist 7: 302 (1873);Desert sand verbena;Four o'clock family;;;;;;;;;;;;Forb/herb;;;;false;false;;;;;;;;;;;;;;;;;;;https://plants.usda.gov/core/profile?symbol=ABVI;;;;;https://www.gbif.org/species/7167025;;;https://en.wikipedia.org/wiki/Abronia villosa var. villosa
101252;Abutilon californicum;species;Abutilon;Malvaceae;1844;Benth.;Bot. Voy. Sulphur: 8 (1844);;Mallow family;http://d2seqvvyy3b8p2.cloudfront.net/dfb8210f27cdbfae5c1ef9ad81f25ac4.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Abutilon lemmonii,Abutilon fragile;Mexican Pacific Is.,Mexico Northeast,Mexico Northwest;;https://plants.usda.gov/core/profile?symbol=ABBE;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323464-2;;https://www.gbif.org/species/3152636;;;https://en.wikipedia.org/wiki/Abutilon californicum
101258;Abutilon hirtum;species;Abutilon;Malvaceae;1826;(Lam.) Sweet;Hort. Brit.: 53 (1826);Florida keys indian mallow;Mallow family;https://bs.floristic.org/image/o/f4808710a3edfac2ef373df5b801b267539fdb58;;;;;;;;;;;Subshrub, Forb/herb;;;;false;false;;;;;;;;;;;;;;;;Napaea incurva,Abutilon indicum var. hirtum,Abutilon lugardii,Sida beloere,Abutilon hirtum var. heterotrichum,Abutilon graveolens var. queenslandicum,Abutilon heterotrichum,Sida hirta,Sida graveolens,Abutilon graveolens;Angola,Bangladesh,Botswana,Burundi,Cameroon,Caprivi Strip,Chad,China South-Central,Djibouti,Eritrea,Ethiopia,India,Iran,Kenya,Mozambique,Namibia,Niger,Nigeria,Northern Provinces,Oman,Pakistan,Palestine,Rwanda,Saudi Arabia,Somalia,Sri Lanka,Sudan,Tanzania,Thailand,Uganda,Vietnam,Yemen,Zaïre,Zimbabwe,Aruba,Bahamas,Belize,Costa Rica,Cuba,Dominican Republic,El Salvador,Florida,Guatemala,Haiti,Honduras,Jamaica,Leeward Is.,Marquesas,Mauritius,Netherlands Antilles,New Caledonia,Nicaragua,Panamá,Peru,Puerto Rico,Rodrigues,Réunion,Taiwan,Trinidad-Tobago,Turks-Caicos Is.,Venezuela,Windward Is.;Florida Keys Indian mallow,Florida Key Indian-mallow,Indian mallow;https://plants.usda.gov/core/profile?symbol=ABHI;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:238-2;https://identify.plantnet.org/species/the-plant-list/Abutilon hirtum (Lam.) Sweet;https://www.gbif.org/species/3152619;;;https://en.wikipedia.org/wiki/Abutilon hirtum
101259;Abutilon hulseanum;species;Abutilon;Malvaceae;1892;(Torr. & A.Gray) Torr. ex Baker f.;J. Bot. 30: 328 (1892);Mauve;Mallow family;;;;;;;;;;;;Subshrub, Forb/herb;;;;false;false;;;;;;;;;;;;;;;;Sida hulseana,Abutilon commutatum;Cuba,Florida,Honduras,Jamaica,Leeward Is.,Mexico Central,Mexico Gulf,Mexico Northeast,Mexico Southeast,New Mexico,Puerto Rico,Texas,Windward Is.;;https://plants.usda.gov/core/profile?symbol=ABHU;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60467477-2;;https://www.gbif.org/species/3152622;;;https://en.wikipedia.org/wiki/Abutilon hulseanum
101277;Abutilon parishii;species;Abutilon;Malvaceae;1885;S.Watson;Proc. Amer. Acad. Arts 20: 357 (1885);Parish's indian mallow;Mallow family;;;;;;;;;;;;Shrub, Forb/herb, Subshrub;;;;false;false;;;;;;;;;;;;;;;;;Arizona,Mexico Northwest;;https://plants.usda.gov/core/profile?symbol=ABPA2;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323562-2;;https://www.gbif.org/species/3152628;;;https://en.wikipedia.org/wiki/Abutilon parishii
101279;Abutilon permolle;species;Abutilon;Malvaceae;1826;(Willd.) Sweet;Hort. Brit.: 53 (1826);Coastal indian mallow;Mallow family;;;;;;;;;;;;Subshrub, Forb/herb;;;;false;false;;;;;;;;;;;;;;;;Abutilon peraffine,Abutilon confertiflorum,Sida permollis,Sida confertiflora;Madeira,Bahamas,Belize,Cayman Is.,Cuba,Florida,Guatemala,Haiti,Honduras,Jamaica,Mexico Southeast,Puerto Rico,Turks-Caicos Is.;;https://plants.usda.gov/core/profile?symbol=ABPE;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1069719-2;;https://www.gbif.org/species/3152600;;;https://en.wikipedia.org/wiki/Abutilon permolle
101280;Abutilon reventum;species;Abutilon;Malvaceae;1886;S.Watson;Proc. Amer. Acad. Arts 21: 418 (1886);Yellowflower indian mallow;Mallow family;http://d2seqvvyy3b8p2.cloudfront.net/3133872c69806ff55ac8fd20fa420f10.jpg;;;;;;;;;;;Subshrub, Forb/herb;;;;false;false;;;;;;;;;;;;;;;;;Arizona,Mexico Central,Mexico Northeast,Mexico Northwest,Mexico Southeast,Mexico Southwest;;https://plants.usda.gov/core/profile?symbol=ABRE;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320-2;;https://www.gbif.org/species/3152631;;;https://en.wikipedia.org/wiki/Abutilon reventum
101284;Abutilon theophrasti;species;Abutilon;Malvaceae;1787;Medik.;Malvenfam.: 28 (1787);Velvetleaf;Mallow family;https://bs.floristic.org/image/o/d8fcf618a7695629980757d11fc836d49717499b;yellow;;;;;;;jun,jul;;;Forb/herb;;;leaves;false;true;8;6;0;;4;;;;8.0;7.5;;;;;;Abutilon abutilon,Sida abutilifolia,Abutilon behrianum,Abutilon theophrasti var. chinense,Abutilon commune,Malva abutilon,Abutilon tiliifolium,Sida tenax,Abutilon theophrasti var. nigrum,Sida abutilon,Abutilon avicennae,Abutilon avicennae var. chinense;Thailand,China North-Central,China South-Central,China Southeast,Inner Mongolia,Kazakhstan,Kirgizstan,Manchuria,Mongolia,Tadzhikistan,Taiwan,Turkmenistan,Uzbekistan,Xinjiang,Afghanistan,Alabama,Albania,Altay,Amur,Arizona,Arkansas,Austria,Bahamas,Bangladesh,Bermuda,Bulgaria,California,Central European Rus,Colorado,Connecticut,Corse,Cuba,Czechoslovakia,Delaware,East Aegean Is.,Egypt,Finland,Florida,France,Georgia,Germany,Greece,Hungary,Idaho,Illinois,India,Indiana,Iowa,Iran,Iraq,Irkutsk,Italy,Japan,Kansas,Kentucky,Korea,Kriti,Krym,KwaZulu-Natal,Libya,Louisiana,Maine,Malawi,Maryland,Masachusettes,Mexico Northwest,Michigan,Minnesota,Mississippi,Missouri,Montana,Morocco,Nebraska,Netherlands,Nevada,New Hampshire,New Jersey,New Mexico,New South Wales,New York,New Zealand North,New Zealand South,North Carolina,North Dakota,North European Russi,Northern Provinces,Ohio,Oklahoma,Ontario,Oregon,Pakistan,Palestine,Panamá,Pennsylvania,Portugal,Primorye,Queensland,Rhode I.,Romania,Sardegna,Sinai,South Australia,South Carolina,South Dakota,South European Russi,Spain,Tennessee,Texas,Transcaucasus,Tunisia,Turkey,Turkey-in-Europe,Ukraine,Utah,Vermont,Victoria,Vietnam,Virginia,Washington,West Siberia,West Virginia,Western Australia,Wisconsin,Wyoming,Yugoslavia;Chingma-lantern,Indian-mallow,Abutilon-hemp,Butterprint,Tientsin-jute,China-jute,American-jute,Swamp Chinese-lantern,Velvetleaf,Velvetweed,Indian mallow,Buttonweed,China jute,Velvetleaf Indian mallow,Pie-marker,Velvetleaf abutilon,Butter-print,Velvet Leaf,Velvet-leaf,Velvetleaf (or butterprint),Velvetleaf Indian-mallow;https://plants.usda.gov/core/profile?symbol=ABTH;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1044174-2;https://identify.plantnet.org/species/the-plant-list/Abutilon theophrasti Medik.;https://www.gbif.org/species/3152614;;;https://en.wikipedia.org/wiki/Abutilon theophrasti
101290;Abutilon wrightii;species;Abutilon;Malvaceae;1850;A.Gray;Boston J. Nat. Hist. 6: 162 (1850);Wright's indian mallow;Mallow family;http://d2seqvvyy3b8p2.cloudfront.net/8c2b5fb538e3a2e0f1c9dd8b0debaea9.jpg;;;;;;;;;;;Subshrub, Forb/herb;;;;false;false;;;;;;;;;;;;;;;;;Mexico Gulf,Mexico Northeast,Mexico Northwest,New Mexico,Texas;;https://plants.usda.gov/core/profile?symbol=ABWR;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323620-2;;https://www.gbif.org/species/3152617;;;https://en.wikipedia.org/wiki/Abutilon wrightii
101295;Acacia acinacea;species;Acacia;Fabaceae;1838;Lindl.;T.L.Mitchell, Three Exped. Australia 2: 267 (1838);Gold-dust acacia;Pea family;https://bs.floristic.org/image/o/26ae5ab115311994ed7b4be3e90f7e6bd183877c;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia cyclophylla,Acacia rotundifolia,Acacia ovata,Acacia latrobei,Racosperma acinaceum,Acacia acinacea var. brevipedunculata;New South Wales,South Australia,Victoria,India;Gold-dust acacia,Gold-dust wattle,Round-leaved Wattle;https://plants.usda.gov/core/profile?symbol=ACAC7;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469635-1;https://identify.plantnet.org/species/the-plant-list/Acacia acinacea Lindl.;https://www.gbif.org/species/2979868;;;https://en.wikipedia.org/wiki/Acacia acinacea
101299;Acacia acuminata;species;Acacia;Fabaceae;1842;Benth.;London J. Bot. 1: 373 (1842);Spearwood;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/0290997a425989fe9f1753f6b99658e3.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma acuminatum,Acacia acuminata var. glaucescens,Acacia acuminata var. ciliata,Racosperma doratoxylon,Acacia doratoxylon;Western Australia,Victoria,New South Wales;;https://plants.usda.gov/core/profile?symbol=ACAC10;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469642-1;;https://www.gbif.org/species/2979180;;;https://en.wikipedia.org/wiki/Acacia acuminata
101300;Acacia adunca;species;Acacia;Fabaceae;1832;A.Cunn. ex G.Don;Gen. Hist. 2: 406 (1832);Wallangarra wattle;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/35b2aee278bb362e2c846404fc0b5f42.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia accola,Acacia crassiuscula var. adunca,Racosperma aduncum;New South Wales,Queensland,India;;https://plants.usda.gov/core/profile?symbol=ACAD;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469663-1;;https://www.gbif.org/species/2980910;;;https://en.wikipedia.org/wiki/Acacia adunca
101302;Acacia alata;species;Acacia;Fabaceae;1813;R.Br.;W.T.Aiton, Hortus Kew. 5: 464 (1813);Winged wattle;Pea family;https://bs.floristic.org/image/o/adf12bb80cb81a7494eae55431dd78e04a99fe4e;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma alatum,Acacia ficoides,Acacia uniglandulosa,Acacia latifrons,Phyllodoce alata,Acacia alata var. glabrata;Western Australia;Winged wattle;https://plants.usda.gov/core/profile?symbol=ACAL16;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469667-1;https://identify.plantnet.org/species/the-plant-list/Acacia alata R.Br.;https://www.gbif.org/species/2980814;;;https://en.wikipedia.org/wiki/Acacia alata
101303;Acacia ampliceps;species;Acacia;Fabaceae;1974;Maslin;Nuytsia 1: 315 (1974);Acacia;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/e7117c9b6f5908409c7519e5c8d754f3.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma ampliceps;Northern Territory,Western Australia;;https://plants.usda.gov/core/profile?symbol=ACAM9;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469702-1;;https://www.gbif.org/species/2978547;;;https://en.wikipedia.org/wiki/Acacia ampliceps
101318;Acacia boomanii;species;Acacia;Fabaceae;;;;Snowy river wattle;Pea family;;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;;;;https://plants.usda.gov/core/profile?symbol=ACBO4;;;;;;;;https://en.wikipedia.org/wiki/Acacia boomanii
101320;Acacia buxifolia;species;Acacia;Fabaceae;1825;A.Cunn.;B.Field, Geogr. Mem. New South Wales: 344 (1825);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/a9cf6a3b551625c3ddfaca769bb98dc1.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia neglecta,Racosperma buxifolium,Acacia papuliformis,Acacia buxifolia var. neglecta;New South Wales,Queensland,Victoria,India;;https://plants.usda.gov/core/profile?symbol=ACBU3;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469900-1;;https://www.gbif.org/species/2979355;;;https://en.wikipedia.org/wiki/Acacia buxifolia
101321;Acacia caesiella;species;Acacia;Fabaceae;1927;Maiden & Blakely;J. Proc. Roy. Soc. New S. Wales 60: 180 (1927);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/e7c3b7bc8cc94dc24330a7c08a9c0b9c.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma caesiellum;New South Wales;;https://plants.usda.gov/core/profile?symbol=ACCA23;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469906-1;;https://www.gbif.org/species/2978594;;;https://en.wikipedia.org/wiki/Acacia caesiella
101323;Acacia cambagei;species;Acacia;Fabaceae;1900;R.T.Baker;Proc. Linn. Soc. New South Wales 25: 661 (1900);Gidgee;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/d160a65537033bcdec4cd89d735476ea.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma cambagei;New South Wales,Northern Territory,Queensland,South Australia;;https://plants.usda.gov/core/profile?symbol=ACCA25;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469924-1;;https://www.gbif.org/species/2980690;;;https://en.wikipedia.org/wiki/Acacia cambagei
101324;Acacia cardiophylla;species;Acacia;Fabaceae;1842;A.Cunn. ex Benth.;London J. Bot. 1: 385 (1842);Wyalong wattle;Pea family;https://bs.floristic.org/image/o/4bbae25a12d764700d70e2fc3653568a9af05fa7;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma cardiophyllum;New South Wales;Wyalong wattle,West Wyalong wattle;https://plants.usda.gov/core/profile?symbol=ACCA27;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469943-1;https://identify.plantnet.org/species/the-plant-list/Acacia cardiophylla Benth.;https://www.gbif.org/species/2978934;;;https://en.wikipedia.org/wiki/Acacia cardiophylla
101328;Acacia chinchellensis;species;Acacia;Fabaceae;;;;;Pea family;;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;;;;https://plants.usda.gov/core/profile?symbol=ACCH8;;;;;;;;https://en.wikipedia.org/wiki/Acacia chinchellensis
101331;Acacia brachystachya;species;Acacia;Fabaceae;1864;Benth.;Fl. Austral. 2: 403 (1864);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/b8f2d1b129a15cafe1a9a1b296bc2e77.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia cibaria,Acacia aneura var. stenocarpa,Acacia stenocarpa,Racosperma brachystachyum,Acacia aneura var. brachystachya;New South Wales,Northern Territory,Queensland,South Australia,Western Australia;;https://plants.usda.gov/core/profile?symbol=ACCI6;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469872-1;;https://www.gbif.org/species/2979485;;;https://en.wikipedia.org/wiki/Acacia brachystachya
101336;Acacia conspersa;species;Acacia;Fabaceae;1859;F.Muell.;J. Proc. Linn. Soc., Bot. 3: 140 (1859);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/c02ef5cdeafd0e9341e88aaf6dc7c15d.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma conspersum;Northern Territory;;https://plants.usda.gov/core/profile?symbol=ACCO17;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470042-1;;https://www.gbif.org/species/2980167;;;https://en.wikipedia.org/wiki/Acacia conspersa
101342;Acacia craspedocarpa;species;Acacia;Fabaceae;1887;F.Muell.;Chem. & Druggist Australas. 2: 73 (1887);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/352f2587883dc737663c96fa03c9184d.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma craspedocarpum,Acacia euphleba;Western Australia,India;;https://plants.usda.gov/core/profile?symbol=ACCR2;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470070-1;;https://www.gbif.org/species/2978348;;;https://en.wikipedia.org/wiki/Acacia craspedocarpa
101352;Acacia decora;species;Acacia;Fabaceae;1829;Rchb.;Iconogr. Bot. Exot. 2: t. 199 (1829);Graceful wattle;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/752dc78e7b2fec09d7f92d31043f6da8.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia decora var. biglandulosa,Acacia buxifolia var. decora,Racosperma decorum;New South Wales,Queensland,Victoria,India;;https://plants.usda.gov/core/profile?symbol=ACDE12;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470137-1;;https://www.gbif.org/species/2978514;;;https://en.wikipedia.org/wiki/Acacia decora
101355;Acacia dietrichiana;species;Acacia;Fabaceae;1882;F.Muell.;S. Sci. Rec. 2: 149 (1882);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/921d2e77ad5f50113a0d16236ca257b6.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia juncifolia var. planifolia,Racosperma dietrichianum;Queensland;;https://plants.usda.gov/core/profile?symbol=ACDI7;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470173-1;;https://www.gbif.org/species/2980141;;;https://en.wikipedia.org/wiki/Acacia dietrichiana
101358;Acacia drummondii;species;Acacia;Fabaceae;1839;Lindl.;Sketch Veg. Swan R.: 15 (1839);Drummond's wattle;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/d26a17bc6eab4d0858a8bef466cca476.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma drummondii;Western Australia;;https://plants.usda.gov/core/profile?symbol=ACDR2;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470215-1;;https://www.gbif.org/species/2979927;;;https://en.wikipedia.org/wiki/Acacia drummondii
101365;Acacia extensa;species;Acacia;Fabaceae;1839;Lindl.;Sketch Veg. Swan R.: 15 (1839);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/0e6787fb2a7a7f0b7882501307e83bc9.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma extensum,Acacia calamistrata,Acacia graminea,Acacia pentaedra;Western Australia;;https://plants.usda.gov/core/profile?symbol=ACEX3;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470293-1;;https://www.gbif.org/species/2980288;;;https://en.wikipedia.org/wiki/Acacia extensa
101373;Acacia gladiiformis;species;Acacia;Fabaceae;1842;A.Cunn. ex Benth.;London J. Bot. 1: 354 (1842);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/d4caa680e3356e8f7072ba1a741d10d8.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma gladiiforme;New South Wales;;https://plants.usda.gov/core/profile?symbol=ACGL5;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470409-1;;https://www.gbif.org/species/2980699;;;https://en.wikipedia.org/wiki/Acacia gladiiformis
101374;Acacia glandulicarpa;species;Acacia;Fabaceae;1896;Reader;Vict. Naturalist 13: 146 (1896);;Pea family;;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma glandulicarpum;South Australia,Victoria,India;;https://plants.usda.gov/core/profile?symbol=ACGL6;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470410-1;;https://www.gbif.org/species/2979468;;;https://en.wikipedia.org/wiki/Acacia glandulicarpa
101377;Acacia gracilifolia;species;Acacia;Fabaceae;1927;Maiden & Blakely;J. Proc. Roy. Soc. New S. Wales 60: 191 (1927);Graceful wattle;Pea family;https://bs.floristic.org/image/o/00ae73fcb948e07aff12ccdc2d40eb108de8696b;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma gracilifolium;South Australia;Graceful Wattle;https://plants.usda.gov/core/profile?symbol=ACGR9;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470441-1;https://identify.plantnet.org/species/the-plant-list/Acacia gracilifolia Maiden & Blakeley;https://www.gbif.org/species/2978284;;;https://en.wikipedia.org/wiki/Acacia gracilifolia
101383;Acacia hemiteles;species;Acacia;Fabaceae;1855;Benth.;Linnaea 26: 619 (1855);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/f8723a31a0c02fbc4d9ace27d0f50a84.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia graffiana,Acacia dentifera var. intermedia,Acacia subcaerulea var. subsessilis,Racosperma hemiteles;South Australia,Western Australia;;https://plants.usda.gov/core/profile?symbol=ACHE12;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470509-1;;https://www.gbif.org/species/2978806;;;https://en.wikipedia.org/wiki/Acacia hemiteles
101385;Acacia holosericea;species;Acacia;Fabaceae;1832;A.Cunn. ex G.Don;Gen. Hist. 2: 407 (1832);Candelabra wattle;Pea family;https://bs.floristic.org/image/o/1ef45f55814c20b7bde08c8e1b996758006666ac;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia holosericea var. multispirea,Acacia holosericea var. glabrata,Racosperma holosericeum,Acacia multispirea;Northern Territory,Queensland,Western Australia,Burkina,Guinea,New Guinea;Candelabra wattle,Silky wattle,Silverleaf wattle;https://plants.usda.gov/core/profile?symbol=ACHO2;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470538-1;https://identify.plantnet.org/species/the-plant-list/Acacia holosericea G.Don;https://www.gbif.org/species/2978751;;;https://en.wikipedia.org/wiki/Acacia holosericea
101390;Acacia irrorata;species;Acacia;Fabaceae;1826;Sieber ex Spreng.;Syst. Veg. 3: 141 (1826);Green wattle;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/f352dd7065ea6faa949a63f7c9836533.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Acacia decurrens var. pauciglandulosa,Racosperma irroratum;Queensland,Tasmania,Victoria,New South Wales;;https://plants.usda.gov/core/profile?symbol=ACIR;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470611-1;;https://www.gbif.org/species/2978711;;;https://en.wikipedia.org/wiki/Acacia irrorata
101396;Acacia koa;species;Acacia;Fabaceae;1854;A.Gray;U.S. Expl. Exped., Phan. 1: 480 (1854);Koa;Pea family;https://bs.floristic.org/image/o/faad4528ce263983dc9dbb34250382179a84ba53;;false;;medium;;false;;;;Single Stem;Tree;;Moderate;;false;false;;;;None;;3352;3352;76;7.0;5.0;;;;;;Acacia heterophylla,Racosperma koa,Acacia koa var. waianaeensis,Acacia koa var. latifolia,Acacia coa,Acacia implexa var. brevipes,Acacia xiphoclada,Acacia koa var. hawaiiensis,Acacia koa var. lanaiensis,Acacia koa var. waimeae,Racosperma xiphocladum,Acacia brevipes,Racosperma heterophyllum;Madagascar,Réunion,Mauritius,Hawaii;Koaoha,Koai'e;https://plants.usda.gov/core/profile?symbol=ACKO;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470519-1;https://identify.plantnet.org/species/the-plant-list/Acacia heterophylla (Lam.) Willd.;https://www.gbif.org/species/2979641;;;https://en.wikipedia.org/wiki/Acacia heterophylla
101397;Acacia kauaiensis;species;Acacia;Fabaceae;1888;Hillebr.;Fl. Hawaiian Isl.: 113 (1888);;Pea family;;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma kauaiense;Hawaii;;https://plants.usda.gov/core/profile?symbol=ACKO;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470648-1;;https://www.gbif.org/species/2980516;;;https://en.wikipedia.org/wiki/Acacia kauaiensis
101401;Acacia koaia;species;Acacia;Fabaceae;1888;Hillebr.;Fl. Hawaiian Isl.: 113 (1888);Koaoha;Pea family;https://bs.floristic.org/image/o/db86fed04d00f860fb557e74af12b805c9ff4720;yellow;true;green;fine;yellow;true;;;;;Tree;;Rapid;;false;false;;;;None;;1219;1828;91;7.4;4.0;;;;;;;Hawaii;Koaoha,Koai'e;https://plants.usda.gov/core/profile?symbol=ACKO2;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470660-1;https://identify.plantnet.org/species/the-plant-list/Acacia koaia Hillebr.;https://www.gbif.org/species/2980853;;;https://en.wikipedia.org/wiki/Acacia koaia
101402;Acacia lanuginophylla;species;Acacia;Fabaceae;1990;R.S.Cowan & Maslin;Nuytsia 7: 194 (1990);;Pea family;http://d2seqvvyy3b8p2.cloudfront.net/0f0fe1ea1b313962da11f4dbe0ecd2fd.jpg;;;;;;;;;;;;;;;false;false;;;;;;;;;;;;;;;;Racosperma lanuginophyllum;Western Australia;;https://plants.usda.gov/core/profile?symbol=ACLA10;;;http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:941268-1;;https://www.gbif.org/species/2980152;;;https://en.wikipedia.org/wiki/Acacia lanuginophylla
